Crop,State,Season,Soil_Type,Weather_Condition,Area,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Yield_Per_Hectare,Total_Yield
Cotton,Punjab,Summer,Clay,Sunny,16.37,1715.2,33.7,57.1,145.1,1.97,1479.23,24221.83
Groundnut,AP,Zaid,Loamy,Humid,5.69,2174.1,24.3,92.8,103.0,4.8,4431.07,25207.14
Bajra,Rajasthan,Winter,Peaty,Sunny,26.48,1451.1,26.8,43.3,163.2,1.78,1669.39,44202.81
Cotton,Karnataka,Zaid,Chalky,Humid,41.27,1142.6,44.7,55.4,299.2,2.7,1665.91,68759.38
Bajra,Karnataka,Kharif,Silty,Dry,11.64,2219.0,29.5,62.2,317.2,3.23,2622.16,30508.85
Soybean,Haryana,Summer,Silty,Humid,3.31,1496.7,21.3,91.2,201.0,1.69,2436.4,8056.88
Wheat,UP,Winter,Loamy,Dry,7.43,1001.0,26.7,58.3,468.1,4.38,5248.24,39011.23
Cotton,AP,Rabi,Peaty,Humid,32.85,2127.8,30.8,35.6,286.1,2.82,2206.11,72478.07
Sugarcane,Rajasthan,Rabi,Chalky,Humid,22.48,1936.7,37.5,39.9,307.3,4.48,111379.61,2503287.46
Soybean,UP,Kharif,Sandy,Humid,23.21,2462.4,26.8,47.2,193.4,4.48,2980.95,69190.62
Sugarcane,Bihar,Summer,Silty,Humid,14.1,1880.5,40.0,73.6,378.6,2.61,98851.89,1393325.86
Groundnut,Gujarat,Kharif,Sandy,Sunny,10.63,617.5,15.4,77.9,443.8,3.11,3531.78,37533.63
Groundnut,AP,Kharif,Peaty,Sunny,7.58,2326.7,18.1,49.1,151.7,4.25,3450.9,26163.02
Sugarcane,AP,Summer,Chalky,Humid,36.51,1052.6,20.5,53.2,124.6,4.91,80935.03,2954627.64
Sugarcane,Punjab,Rabi,Loamy,Cloudy,5.15,1716.6,24.5,76.2,111.3,4.5,94827.28,488222.38
Jowar,Bihar,Summer,Silty,Rainy,11.94,1370.7,41.6,72.0,227.6,1.93,1402.29,16741.85
Barley,AP,Kharif,Clay,Humid,18.53,2160.4,37.7,65.8,213.9,1.13,3322.49,61551.02
Maize,MP,Winter,Clay,Dry,2.7,1929.9,17.4,69.2,58.3,4.18,4171.46,11269.71
Jowar,Bihar,Kharif,Chalky,Rainy,28.11,1698.1,19.6,68.5,132.2,3.78,2131.87,59925.62
Barley,Gujarat,Winter,Chalky,Sunny,37.12,780.1,22.8,68.4,102.9,4.75,2796.08,103783.95
Wheat,Maharashtra,Kharif,Loamy,Dry,0.61,2244.1,23.1,70.1,412.9,0.9,5381.07,3272.3
Wheat,Rajasthan,Zaid,Chalky,Sunny,33.63,1655.0,22.0,87.3,438.3,2.59,4022.98,135300.43
Jowar,Punjab,Winter,Chalky,Cloudy,9.08,984.0,27.3,46.2,393.6,0.58,1983.24,18011.7
Bajra,Karnataka,Summer,Sandy,Cloudy,27.2,1986.2,24.6,46.7,165.3,1.35,2028.79,55181.69
Groundnut,Maharashtra,Zaid,Loamy,Dry,10.48,1188.4,29.8,24.1,479.6,0.73,2966.95,31105.91
Cotton,Rajasthan,Zaid,Clay,Dry,5.77,2429.3,21.0,24.5,482.8,2.79,3281.2,18929.75
Jowar,Gujarat,Winter,Peaty,Humid,42.8,1284.1,41.1,41.9,108.0,4.29,1612.23,69008.61
Wheat,Rajasthan,Rabi,Peaty,Dry,42.94,440.3,28.5,41.5,97.1,3.84,3247.72,139449.84
Cotton,Rajasthan,Rabi,Loamy,Sunny,33.81,1194.6,39.5,34.7,142.3,3.26,1533.29,51839.54
Wheat,Bihar,Summer,Clay,Rainy,37.11,769.5,40.0,50.4,482.9,0.5,4140.94,153668.46
Wheat,Karnataka,Zaid,Chalky,Humid,30.21,1381.4,35.8,24.2,178.0,4.11,4220.39,127498.08
Rice,Haryana,Kharif,Clay,Rainy,6.83,918.5,30.4,64.2,405.4,3.32,4294.27,29324.58
Soybean,AP,Winter,Silty,Sunny,21.02,2137.0,21.9,20.4,343.1,1.09,3261.66,68556.12
Wheat,MP,Rabi,Peaty,Humid,11.13,2119.3,27.6,63.3,442.8,4.33,6290.45,70014.6
Groundnut,AP,Zaid,Loamy,Dry,3.28,1560.3,40.7,56.1,51.3,1.29,2096.86,6869.25
Rice,Haryana,Zaid,Sandy,Cloudy,17.91,2283.5,44.5,46.3,167.3,2.78,4186.1,74958.62
Cotton,UP,Kharif,Silty,Cloudy,43.01,1128.2,36.1,61.8,433.8,1.64,1660.27,71405.0
Bajra,Karnataka,Summer,Sandy,Rainy,19.84,2377.1,22.4,70.1,383.1,2.3,3778.9,74975.29
Cotton,MP,Summer,Silty,Rainy,34.78,1562.0,41.4,46.8,184.9,1.15,1632.48,56784.83
Sugarcane,MP,Zaid,Loamy,Sunny,30.02,2122.1,37.7,76.5,283.0,4.46,121831.83,3657522.75
Maize,Bihar,Summer,Clay,Sunny,25.55,711.4,31.3,30.5,441.4,3.41,3925.73,100283.9
Jowar,Bihar,Winter,Sandy,Humid,2.04,2259.4,16.5,69.9,82.3,3.56,1826.57,3721.72
Sugarcane,Rajasthan,Summer,Sandy,Sunny,5.13,1825.7,29.7,34.3,57.1,2.15,84306.08,432150.31
Cotton,Bihar,Zaid,Silty,Cloudy,34.93,2325.9,36.4,47.6,370.9,0.3,1843.8,64411.68
Rice,Punjab,Kharif,Peaty,Rainy,43.36,503.9,32.9,53.7,240.0,1.34,3257.1,141225.4
Groundnut,Karnataka,Summer,Clay,Dry,2.9,1697.7,21.6,26.1,185.4,1.2,2549.59,7402.08
Rice,UP,Summer,Chalky,Humid,48.2,1220.5,38.9,21.0,296.5,3.74,4107.06,197942.76
Barley,Maharashtra,Winter,Clay,Humid,45.29,1488.0,28.5,68.5,478.8,3.99,4159.71,188409.92
Maize,UP,Summer,Loamy,Dry,49.47,826.9,41.2,77.5,213.0,3.7,3184.19,157528.47
Maize,Punjab,Rabi,Silty,Rainy,26.21,1273.7,40.8,91.5,240.5,0.94,3119.48,81769.24
Barley,Maharashtra,Kharif,Silty,Dry,6.18,2400.1,26.0,68.5,65.6,4.46,4477.75,27690.57
Bajra,Gujarat,Kharif,Peaty,Rainy,37.25,2382.6,43.2,48.7,251.1,1.35,2290.78,85331.15
Bajra,Punjab,Rabi,Sandy,Humid,10.62,393.9,33.6,31.1,122.0,0.17,1345.21,14286.82
Cotton,UP,Summer,Loamy,Rainy,41.69,912.6,43.3,33.5,348.2,3.39,1792.91,74739.25
Groundnut,Bihar,Summer,Peaty,Cloudy,16.79,1428.1,16.9,35.7,268.6,0.52,2659.32,44650.69
Groundnut,Bihar,Rabi,Silty,Rainy,27.95,1580.5,44.3,68.2,63.9,3.65,2474.34,69153.8
Jowar,Gujarat,Winter,Silty,Rainy,16.63,746.5,31.1,88.9,358.6,3.75,1921.1,31945.25
Cotton,Karnataka,Kharif,Chalky,Humid,28.67,1900.9,38.5,42.6,280.6,3.14,2249.0,64473.67
Sugarcane,Maharashtra,Kharif,Peaty,Rainy,45.82,1986.3,21.8,21.9,222.7,0.79,96837.21,4436685.31
Sugarcane,Punjab,Zaid,Chalky,Sunny,3.1,1183.1,43.0,41.4,242.2,0.6,77017.52,238628.23
Groundnut,Gujarat,Summer,Peaty,Rainy,47.17,814.2,28.2,79.7,324.4,0.64,2424.74,114368.17
Sugarcane,Karnataka,Rabi,Loamy,Cloudy,11.93,2210.8,20.1,51.9,134.2,3.89,105520.53,1259159.03
Sugarcane,Rajasthan,Zaid,Chalky,Sunny,44.9,2274.0,24.9,91.4,61.2,1.95,95030.65,4267200.05
Maize,AP,Zaid,Clay,Humid,12.92,1565.7,21.2,44.3,336.4,4.42,4686.33,60543.54
Groundnut,AP,Rabi,Chalky,Humid,6.13,519.2,24.0,41.1,321.9,4.1,2625.47,16097.42
Maize,Gujarat,Summer,Peaty,Dry,11.5,322.9,33.5,23.6,325.7,1.21,2976.47,34239.57
Sugarcane,Haryana,Rabi,Chalky,Dry,2.6,225.8,28.7,29.9,349.0,1.15,62767.27,162917.47
Wheat,Rajasthan,Zaid,Sandy,Humid,47.74,527.3,36.3,25.1,98.7,2.59,2652.05,126597.76
Barley,Haryana,Zaid,Sandy,Sunny,36.7,1728.0,18.9,68.0,397.5,4.32,4097.84,150370.72
Rice,MP,Zaid,Peaty,Sunny,36.62,578.7,32.0,43.4,130.2,4.31,3798.95,139131.82
Bajra,MP,Summer,Sandy,Humid,24.93,465.5,28.1,83.2,318.5,3.65,2495.01,62194.86
Groundnut,Haryana,Rabi,Loamy,Rainy,1.36,642.5,37.6,90.3,89.4,2.83,1928.26,2631.44
Rice,Gujarat,Kharif,Chalky,Rainy,46.68,756.3,38.9,52.5,462.9,2.31,4294.19,200460.07
Cotton,Haryana,Summer,Sandy,Rainy,16.01,1075.4,15.6,74.4,207.4,1.64,2005.69,32119.0
Jowar,Maharashtra,Rabi,Silty,Cloudy,8.9,1700.8,33.4,79.1,164.2,3.84,1721.17,15326.59
Barley,Karnataka,Rabi,Clay,Sunny,3.14,2149.4,33.9,56.7,450.5,4.24,5373.53,16877.05
Bajra,Karnataka,Rabi,Peaty,Humid,4.1,427.2,27.5,42.9,466.5,1.94,2094.7,8591.93
Sugarcane,MP,Kharif,Sandy,Cloudy,34.89,383.1,32.8,64.2,357.9,1.91,93426.44,3259840.55
Cotton,Punjab,Winter,Clay,Rainy,40.97,1367.9,29.9,89.8,450.5,3.95,2779.17,113851.75
Wheat,AP,Kharif,Loamy,Cloudy,21.02,240.7,40.9,33.1,329.8,0.22,2253.16,47369.74
Sugarcane,Haryana,Summer,Silty,Humid,28.27,528.0,31.7,43.9,226.6,1.47,71905.54,2032578.71
Groundnut,MP,Zaid,Sandy,Rainy,11.17,2496.7,28.0,72.7,132.2,3.09,3546.75,39604.23
Groundnut,Punjab,Winter,Silty,Humid,30.37,1095.0,31.7,63.3,124.5,2.07,2143.41,65093.65
Cotton,AP,Rabi,Chalky,Dry,48.42,2037.4,19.1,46.1,484.3,2.5,2180.79,105602.38
Wheat,Punjab,Winter,Peaty,Sunny,44.28,1755.3,25.2,60.8,428.2,4.43,5787.83,256300.18
Groundnut,Karnataka,Rabi,Loamy,Rainy,18.39,1112.9,20.2,48.4,411.8,4.02,3037.02,55856.38
Sugarcane,AP,Rabi,Clay,Humid,1.38,697.3,17.1,62.8,390.4,0.64,84541.97,117089.35
Rice,MP,Summer,Clay,Rainy,6.41,2001.1,25.5,36.8,208.8,3.26,5806.32,37220.46
Groundnut,MP,Rabi,Silty,Sunny,5.55,368.0,28.9,42.6,325.8,0.31,2663.81,14777.31
Jowar,Maharashtra,Summer,Chalky,Sunny,43.12,2089.8,18.7,83.6,236.3,1.34,2150.81,92734.31
Bajra,Bihar,Summer,Peaty,Cloudy,0.69,1339.6,18.0,76.6,174.2,2.27,1931.49,1341.42
Maize,Rajasthan,Zaid,Peaty,Rainy,47.42,1515.3,24.2,57.2,275.7,0.21,3487.17,165371.76
Groundnut,MP,Zaid,Chalky,Rainy,17.09,2185.0,30.8,59.6,482.7,1.67,4430.06,75700.56
Cotton,Punjab,Rabi,Loamy,Rainy,35.18,792.6,42.7,29.7,193.2,0.37,1245.49,43822.46
Cotton,UP,Kharif,Loamy,Dry,8.77,276.8,26.6,87.8,157.5,1.11,1411.47,12380.69
Wheat,Gujarat,Kharif,Clay,Humid,2.97,465.8,17.1,77.0,268.5,1.78,3908.95,11614.13
Wheat,Rajasthan,Zaid,Sandy,Sunny,31.37,1307.9,27.0,94.0,419.5,2.23,4804.55,150716.4
Groundnut,Haryana,Summer,Sandy,Sunny,40.83,1026.1,32.4,25.5,128.7,4.46,2648.3,108135.82
Wheat,Maharashtra,Kharif,Chalky,Rainy,40.78,1075.6,31.2,86.9,461.2,1.16,4686.77,191147.08
Cotton,UP,Kharif,Silty,Cloudy,1.55,974.4,19.3,37.5,457.5,0.28,1862.27,2882.07
Soybean,Haryana,Kharif,Loamy,Cloudy,18.53,384.7,41.6,34.9,386.9,1.48,1741.88,32280.77
Jowar,Rajasthan,Summer,Clay,Rainy,9.07,857.0,40.9,86.4,70.2,0.92,1247.08,11316.36
Maize,Maharashtra,Zaid,Silty,Cloudy,7.03,1339.7,18.2,45.9,116.8,3.22,3646.17,25634.5
Cotton,Haryana,Kharif,Loamy,Humid,20.74,674.1,27.1,25.7,362.9,1.34,1467.45,30431.58
Cotton,UP,Rabi,Silty,Rainy,3.47,243.2,44.2,34.5,420.0,2.85,1421.69,4928.09
Groundnut,Maharashtra,Winter,Silty,Dry,45.26,2052.1,23.2,85.9,425.0,4.65,4375.29,198009.46
Maize,MP,Kharif,Clay,Cloudy,40.8,578.7,15.2,23.2,159.8,0.66,2654.64,108297.5
Cotton,AP,Kharif,Chalky,Sunny,46.83,2195.6,25.0,26.3,474.9,2.63,2769.48,129682.87
Groundnut,UP,Zaid,Peaty,Dry,32.15,1229.3,34.9,73.0,451.9,4.78,4154.22,133564.56
Bajra,Gujarat,Rabi,Peaty,Cloudy,43.51,649.1,16.3,32.0,222.9,1.17,1561.5,67946.8
Jowar,Rajasthan,Summer,Clay,Humid,5.19,1883.8,37.2,69.5,152.8,2.17,1805.56,9365.29
Maize,Bihar,Zaid,Loamy,Sunny,33.82,2493.6,38.4,41.8,175.0,3.37,4173.21,141144.01
Cotton,Gujarat,Winter,Peaty,Cloudy,1.99,442.3,44.0,90.6,137.3,0.89,1270.5,2534.02
Barley,MP,Winter,Clay,Humid,5.07,1189.4,32.6,88.2,134.8,4.05,2767.9,14046.91
Bajra,Bihar,Rabi,Peaty,Rainy,49.95,2129.9,37.2,85.3,335.3,4.23,2613.71,130567.63
Bajra,MP,Kharif,Clay,Cloudy,2.01,2430.8,42.7,90.1,214.3,2.71,2218.27,4465.67
Bajra,Gujarat,Rabi,Silty,Dry,26.83,1020.6,38.8,76.9,459.8,0.17,1926.19,51684.72
Cotton,Bihar,Rabi,Chalky,Dry,49.35,1115.5,25.0,66.8,421.5,4.69,2666.22,131583.95
Rice,Punjab,Kharif,Clay,Rainy,6.43,1810.0,15.2,55.3,103.5,4.26,5324.69,34229.56
Sugarcane,Punjab,Kharif,Loamy,Sunny,12.42,1259.2,29.4,62.1,418.0,3.49,102452.13,1272432.29
Bajra,Bihar,Winter,Chalky,Dry,35.24,1939.6,38.4,55.8,243.4,0.15,1928.88,67965.32
Sugarcane,Maharashtra,Rabi,Peaty,Rainy,49.89,762.8,40.3,81.7,153.9,0.58,69222.12,3453514.04
Cotton,Punjab,Winter,Peaty,Rainy,16.51,2170.3,32.8,58.9,384.5,4.1,2508.33,41424.33
Sugarcane,Bihar,Rabi,Silty,Rainy,24.47,408.9,18.9,38.0,436.8,4.63,110953.35,2715580.28
Groundnut,Gujarat,Zaid,Clay,Dry,36.23,2484.8,18.9,23.7,362.5,4.18,4012.7,145387.17
Cotton,Maharashtra,Rabi,Chalky,Humid,42.43,912.4,20.9,61.1,253.9,4.4,2204.38,93541.18
Barley,Punjab,Winter,Clay,Rainy,5.2,937.8,26.6,66.7,121.2,4.32,3472.5,18063.41
Sugarcane,AP,Summer,Clay,Dry,0.69,1424.0,18.2,49.4,315.2,1.45,90652.5,62131.61
Sugarcane,AP,Summer,Clay,Humid,5.47,557.9,43.8,22.8,489.9,0.12,66324.58,362914.91
Soybean,AP,Summer,Clay,Humid,34.16,1856.0,17.5,28.0,107.3,4.53,2432.54,83093.79
Cotton,Punjab,Zaid,Chalky,Dry,16.79,2237.6,40.4,35.8,330.9,0.46,1848.61,31042.31
Soybean,Karnataka,Winter,Sandy,Dry,3.49,1923.0,32.0,53.6,189.2,2.56,2510.7,8767.66
Barley,Karnataka,Summer,Clay,Dry,27.41,748.0,40.5,61.8,143.1,3.16,2814.03,77119.7
Maize,Punjab,Zaid,Peaty,Humid,49.17,2059.5,19.8,40.8,198.4,3.29,3817.13,187689.77
Bajra,Punjab,Kharif,Silty,Cloudy,11.7,239.8,32.2,35.9,143.7,0.71,1193.93,13971.46
Barley,Karnataka,Kharif,Peaty,Rainy,7.88,2403.0,27.1,85.6,135.2,2.78,4713.47,37143.25
Jowar,AP,Rabi,Chalky,Sunny,27.91,997.3,21.0,80.6,74.2,0.44,1177.13,32855.98
Jowar,Bihar,Zaid,Peaty,Dry,42.53,1617.9,20.6,33.3,442.9,3.74,2221.17,94464.07
Sugarcane,Punjab,Summer,Sandy,Rainy,6.09,1191.9,35.6,41.7,432.4,2.24,100283.05,610426.55
Wheat,Bihar,Rabi,Chalky,Cloudy,39.55,1948.0,25.5,54.0,317.7,4.87,5912.02,233838.7
Barley,Maharashtra,Zaid,Sandy,Humid,29.15,675.9,38.9,67.4,193.0,1.24,2618.91,76329.09
Jowar,Haryana,Rabi,Chalky,Rainy,38.84,680.9,28.6,31.7,480.9,3.92,2267.44,88068.05
Jowar,AP,Kharif,Peaty,Dry,7.33,1748.8,32.9,42.1,56.1,0.48,1249.59,9162.44
Soybean,MP,Kharif,Sandy,Cloudy,30.89,2180.0,37.6,61.5,213.0,1.89,2308.36,71315.86
Barley,UP,Kharif,Peaty,Rainy,19.9,1380.8,39.3,61.5,431.0,2.64,3236.61,64414.52
Maize,AP,Kharif,Loamy,Dry,30.9,1373.6,28.0,64.5,155.0,4.71,4656.71,143869.93
Rice,Gujarat,Summer,Chalky,Humid,40.38,571.7,23.8,71.0,192.0,3.98,4451.4,179753.86
Barley,Haryana,Winter,Clay,Sunny,44.75,1985.4,36.5,39.9,329.6,2.66,3534.5,158171.01
Barley,Haryana,Rabi,Clay,Dry,0.75,1759.1,31.5,44.8,126.0,2.39,3041.83,2269.62
Rice,Rajasthan,Kharif,Silty,Sunny,13.93,1614.3,44.3,28.3,145.5,2.42,3257.54,45370.32
Cotton,Haryana,Winter,Peaty,Sunny,49.61,436.5,16.6,84.2,467.3,0.54,1811.82,89876.86
Barley,Punjab,Zaid,Clay,Sunny,38.92,1430.7,38.9,64.7,191.5,2.85,3019.08,117499.23
Groundnut,Punjab,Kharif,Silty,Humid,20.85,1955.8,18.0,78.3,217.1,0.29,3251.87,67790.52
Barley,Rajasthan,Rabi,Peaty,Rainy,46.54,1826.4,24.9,49.3,383.4,3.05,3736.85,173895.65
Barley,MP,Rabi,Loamy,Cloudy,32.46,2467.2,21.4,64.8,401.1,1.76,5093.4,165345.3
Bajra,Bihar,Winter,Sandy,Dry,10.89,2458.3,36.1,57.2,243.9,4.78,2534.73,27594.11
Sugarcane,Haryana,Zaid,Loamy,Humid,44.49,954.3,27.7,70.2,57.7,4.12,74582.83,3318558.7
Sugarcane,Maharashtra,Winter,Loamy,Rainy,45.4,2256.2,44.0,86.4,53.7,3.24,64211.6,2914900.32
Barley,Maharashtra,Zaid,Silty,Rainy,2.93,438.3,18.9,26.9,130.2,3.47,2402.81,7036.36
Wheat,Gujarat,Winter,Loamy,Sunny,16.52,984.8,34.9,55.0,415.4,0.86,4460.0,73666.31
Sugarcane,Haryana,Summer,Clay,Sunny,32.98,2166.3,22.6,44.5,291.7,1.14,109735.72,3619019.44
Jowar,MP,Zaid,Sandy,Sunny,31.84,315.5,33.3,31.4,423.8,1.84,1654.75,52685.27
Barley,UP,Winter,Loamy,Dry,18.82,855.0,42.4,76.3,78.8,3.6,2740.33,51559.79
Groundnut,Karnataka,Rabi,Sandy,Sunny,27.8,1239.0,15.5,81.8,445.5,3.44,3518.78,97817.84
Rice,Punjab,Zaid,Sandy,Cloudy,33.34,2203.9,39.8,47.0,320.1,0.87,3916.01,130564.58
Rice,Haryana,Kharif,Loamy,Cloudy,27.26,636.5,20.6,63.2,358.5,0.69,4238.38,115521.99
Cotton,MP,Zaid,Silty,Humid,19.92,1121.7,20.4,20.1,433.9,3.6,2268.33,45193.73
Sugarcane,Karnataka,Winter,Clay,Cloudy,41.7,1255.2,32.8,40.1,340.7,4.93,121675.63,5073287.0
Wheat,Bihar,Summer,Chalky,Dry,1.27,932.1,26.0,48.2,490.7,1.59,4400.48,5600.6
Cotton,Bihar,Kharif,Chalky,Sunny,29.05,2100.4,16.3,51.5,257.5,3.98,2208.38,64143.17
Soybean,Haryana,Summer,Peaty,Dry,15.38,544.2,21.8,55.1,241.2,1.52,2062.95,31720.0
Barley,Karnataka,Zaid,Peaty,Rainy,17.76,951.4,37.7,54.0,145.5,1.09,2312.98,41080.06
Wheat,Punjab,Zaid,Clay,Humid,11.02,1061.0,23.2,26.6,423.6,4.28,4467.82,49257.08
Groundnut,Rajasthan,Zaid,Sandy,Rainy,29.3,943.9,30.5,72.5,92.3,3.14,2604.42,76304.67
Cotton,Rajasthan,Kharif,Sandy,Humid,27.33,1960.6,40.2,80.5,57.4,1.02,1394.88,38127.27
Groundnut,Karnataka,Zaid,Peaty,Dry,10.47,2187.1,24.6,94.2,121.0,2.63,3850.55,40321.41
Groundnut,Maharashtra,Winter,Loamy,Rainy,21.55,1589.4,16.6,83.2,341.7,2.08,3289.69,70901.98
Groundnut,MP,Winter,Peaty,Sunny,47.76,966.1,32.0,50.3,228.3,1.05,2343.07,111893.61
Barley,AP,Summer,Chalky,Humid,33.44,1618.5,33.8,42.2,236.8,4.02,3441.0,115070.24
Cotton,UP,Kharif,Silty,Dry,6.18,2480.9,24.1,67.6,311.6,3.95,2312.11,14282.2
Maize,Punjab,Winter,Sandy,Dry,45.16,1087.2,38.4,74.4,76.8,2.95,2843.66,128415.66
Maize,Gujarat,Kharif,Chalky,Cloudy,19.7,432.5,39.1,88.6,390.5,4.13,3611.42,71138.94
Maize,Gujarat,Winter,Loamy,Cloudy,33.52,737.5,29.7,49.3,90.4,3.17,2354.11,78899.74
Soybean,UP,Kharif,Silty,Cloudy,23.8,1093.4,39.6,53.8,321.6,4.49,2343.01,55769.8
Soybean,UP,Zaid,Silty,Cloudy,2.23,800.5,23.4,88.2,342.2,0.5,2649.72,5913.2
Bajra,MP,Summer,Clay,Cloudy,15.83,752.7,25.8,88.6,308.8,3.72,2505.72,39674.95
Barley,MP,Zaid,Sandy,Dry,27.13,1853.2,21.5,74.1,414.8,2.12,4194.15,113775.55
Wheat,Maharashtra,Winter,Silty,Sunny,8.7,669.4,35.8,88.8,227.6,0.98,3889.71,33833.44
Barley,Haryana,Kharif,Chalky,Humid,12.06,1892.8,15.2,60.4,407.2,1.4,4571.8,55145.77
Soybean,Punjab,Winter,Silty,Cloudy,8.39,1312.9,21.6,65.2,301.4,1.96,2747.17,23037.03
Cotton,UP,Rabi,Peaty,Humid,15.07,1955.6,37.4,38.4,378.0,3.76,2003.19,30188.57
Rice,UP,Zaid,Silty,Cloudy,11.77,2470.8,31.8,72.2,103.3,1.33,4405.31,51836.04
Cotton,UP,Summer,Sandy,Cloudy,24.67,795.4,37.6,74.1,113.4,4.4,1694.27,41794.06
Soybean,Bihar,Rabi,Peaty,Dry,45.84,1990.5,16.7,59.4,87.5,4.2,2233.97,102404.06
Jowar,Rajasthan,Summer,Chalky,Humid,35.06,2330.2,39.3,82.1,306.4,1.6,1942.01,68091.73
Groundnut,Haryana,Kharif,Sandy,Cloudy,23.67,736.0,32.7,89.2,386.6,3.37,2782.37,65855.85
Soybean,Bihar,Winter,Peaty,Sunny,18.67,1454.1,30.5,27.1,194.7,0.2,1948.26,36374.49
Rice,Maharashtra,Zaid,Silty,Dry,39.77,1743.3,35.1,70.1,281.3,1.88,4778.2,190024.03
Cotton,Maharashtra,Winter,Loamy,Dry,30.86,1951.9,31.4,67.1,470.9,1.57,2891.43,89222.29
Maize,Haryana,Zaid,Chalky,Dry,10.32,1885.0,33.4,35.5,115.3,0.69,2759.46,28480.56
Sugarcane,Maharashtra,Summer,Silty,Dry,19.78,1790.1,35.9,52.3,361.0,2.65,100750.57,1993136.53
Maize,AP,Kharif,Peaty,Dry,19.05,761.7,27.9,55.5,384.9,3.85,5027.46,95793.88
Soybean,Karnataka,Winter,Loamy,Cloudy,23.91,1925.8,33.3,27.5,228.5,2.59,2343.85,56039.61
Soybean,MP,Rabi,Loamy,Sunny,42.8,2497.7,24.5,31.2,406.9,3.04,3385.18,144885.76
Bajra,Karnataka,Winter,Silty,Cloudy,31.46,1175.1,31.7,36.0,359.6,4.8,2687.05,84521.66
Rice,UP,Kharif,Loamy,Humid,22.76,840.5,43.3,86.3,87.8,2.63,2399.85,54624.09
Rice,UP,Summer,Loamy,Sunny,17.65,979.9,32.0,41.9,102.8,3.3,4244.99,74921.21
Sugarcane,Rajasthan,Zaid,Loamy,Cloudy,28.06,594.0,44.0,59.5,299.1,4.55,72978.95,2047991.77
Rice,Gujarat,Rabi,Sandy,Humid,40.29,1471.8,29.7,28.5,87.8,1.76,3786.49,152541.59
Maize,Bihar,Zaid,Clay,Sunny,20.87,1844.7,29.6,51.9,241.5,4.37,4267.72,89060.78
Maize,Maharashtra,Rabi,Silty,Dry,10.23,2179.6,19.4,88.1,177.6,4.51,4746.36,48563.51
Barley,Rajasthan,Summer,Peaty,Sunny,49.81,468.1,40.5,57.5,224.4,3.1,2937.38,146308.59
Soybean,Karnataka,Winter,Peaty,Dry,35.72,2311.7,22.5,66.0,230.2,0.16,2472.13,88315.78
Rice,Karnataka,Summer,Clay,Rainy,18.65,1629.9,16.9,59.8,455.7,3.56,5418.76,101071.04
Jowar,Rajasthan,Summer,Clay,Humid,41.56,1799.7,32.3,34.2,321.5,0.25,1726.16,71738.89
Rice,Bihar,Rabi,Loamy,Sunny,28.7,1427.6,28.6,93.2,72.4,0.99,3705.67,106356.8
Cotton,AP,Rabi,Peaty,Cloudy,12.26,1357.5,42.8,81.1,195.4,4.91,1835.87,22511.84
Jowar,Haryana,Zaid,Silty,Sunny,9.0,350.1,28.3,83.8,84.5,1.84,1362.52,12263.65
Wheat,UP,Kharif,Clay,Humid,45.48,1392.3,17.2,28.3,222.6,4.71,4504.2,204852.42
Bajra,MP,Rabi,Clay,Cloudy,40.69,646.0,22.1,85.8,418.8,3.13,2461.96,100185.69
Barley,MP,Winter,Clay,Cloudy,21.03,283.2,24.6,77.3,482.1,1.45,3637.4,76491.75
Bajra,Haryana,Zaid,Sandy,Humid,12.48,1194.9,22.7,86.3,100.6,3.43,1699.46,21215.89
Sugarcane,AP,Kharif,Clay,Sunny,33.86,1435.9,28.3,67.6,422.5,2.2,116326.77,3938853.61
Barley,Rajasthan,Summer,Chalky,Sunny,28.25,2457.1,30.5,89.6,233.3,4.99,4840.99,136737.74
Soybean,AP,Rabi,Peaty,Cloudy,12.68,1528.0,27.5,32.4,119.3,3.57,2176.57,27602.57
Barley,Gujarat,Winter,Chalky,Sunny,43.19,616.4,31.3,91.3,331.4,4.1,3657.66,157966.22
Bajra,Bihar,Summer,Loamy,Humid,8.9,1313.2,36.1,37.0,51.8,1.78,1312.12,11675.54
Cotton,UP,Zaid,Chalky,Humid,45.38,2494.6,19.9,24.1,198.4,2.36,2033.25,92276.49
Cotton,Karnataka,Rabi,Sandy,Humid,38.43,1062.5,32.0,82.7,58.2,4.03,1685.28,64762.16
Barley,MP,Rabi,Clay,Dry,16.88,1447.6,43.8,35.5,344.7,0.31,2703.8,45640.08
Wheat,Haryana,Kharif,Clay,Humid,43.41,1106.8,42.7,83.6,219.5,2.91,4017.0,174361.85
Groundnut,Gujarat,Zaid,Chalky,Cloudy,47.68,848.2,26.5,26.9,100.5,3.66,2624.2,125110.89
Bajra,MP,Kharif,Clay,Cloudy,15.37,1198.1,17.5,27.7,261.6,2.7,2079.23,31956.22
Jowar,Punjab,Zaid,Peaty,Rainy,16.28,317.9,26.9,34.1,302.7,3.49,1412.87,23002.33
Groundnut,Gujarat,Winter,Loamy,Cloudy,39.62,864.3,26.6,67.0,299.1,4.81,3063.07,121355.71
Jowar,Maharashtra,Rabi,Clay,Dry,42.53,742.0,43.1,91.6,481.5,4.2,1762.89,74979.8
